tweet,sentiment,sentiment_score,annotator,annotator_score,directness,directness_score,group,group_score,target,target_score
@user @user @user معليش تقريبًا كل البلدان العربية مخزية بس ما تقدر تنكر إن مصر فعلًا بلد التحرش و ا… @url,abusive,0,shock,1,indirect,0,other,1,gender,2
فهي من حرمتني  الدكتوراه بكل أنواع التحرش و كذلك التوظيف وشغلتني والشكاوى القضائية ضدي و التواصل من أجل السياسة ثم… @url,normal,5,sadness,3,direct,1,individual,0,other,0
#الدستور | خنزير متعصب.. مناقشة حول الهجرة تتحول إلى سيل شتائم لترامب,offensive,2,disgust,0,direct,1,individual,0,other,0
@user @user @user ناس طاحت فالابل  وناس جاهم غلاث   ع ع  بول البعير   وناس تبلع من هالكيماويات… @user,disrespectful,3,indifference,6,indirect,0,other,1,other,0
محنه مولعه مولع ممحونه قحبه ليز دياثه تجليخ اجلخ نجلخ ديوثه ساديه ديرت… @url,abusive,0,shock,1,direct,1,individual,0,other,0
@user @user جمال ريان شيخ خنازير الخنزيره @url,offensive,2,disgust,0,indirect,0,individual,0,other,0
عنده غيره على عرضة واهله اللي ما يرضا تتطلع معاه زوجتة او اخته متبرجه ولبسها مو محتشم اللي ما يز… @url,normal,5,indifference,6,indirect,0,other,1,origin,1
@user @user أنظف وأطهر للبقاع المقدسة ، ودعواتنا أن تنفق وتغادر الحياة وهي لم تحج وفي لقاء حميم مع خنزير الضاحية,abusive,0,disgust,0,direct,1,individual,0,other,0
تأثير شرب بول البعير على بني سلول. @url,disrespectful,3,anger,2,indirect,0,other,1,origin,1
لكن الغريب في هذا التقرير ان السعودين يشربون بول البعير فهم معذورين في سلوكهم @user,hateful,1,indifference,6,direct,1,other,1,origin,1
اي وحدة بتنادي بالحرية والكلام الفارغ دا معناها بايرة بس ما اكتر من كدا ..,offensive,2,indifference,6,indirect,0,women,2,gender,2
هذا الأسبوع، لا صوت يعلو صوت ضحايا التحرش في أمريكا منذ اندلاع قضية تحرش مرشح المحكمة العُليا بزميلته في الثانوية .… @url,normal,5,indifference,6,indirect,0,other,1,gender,2
مش معنى أنك شخص راضى بوضع وسخ ومبتحاولش تغيره أن المفروض كلنا نبقى زيك، مش من حقك تقول لحد عايز يحسن من نفسه ومن حي… @url,disrespectful,3,indifference,6,indirect,0,individual,0,other,0
@user ويتهمون اهل الجزيره بالهمجيه والتخلف وشرب بول البعير وهم يضاهون العالم بهمجيتهم ووحشيتهم,hateful,1,confusion,5,direct,1,other,1,other,0
في اهم من بول البعير @user,abusive,0,indifference,6,indirect,0,other,1,origin,1
والله انا معاك بس مش معناه بردو انهم يلبسوا لبس ضيق وفخادها وصدرها كله هيبظ من الهدوم فا متكلموش عن التحرش غيرلما ت… @url,offensive,2,shock,1,indirect,0,women,2,gender,2
@user @user خلي اليمن تكون زي عدن اهم شي مافيها روافض مجوس  مافيها ولاية الفقية مافيها ملالي ايران… @user,abusive,0,shock,1,direct,1,other,1,origin,1
مسكين كان الله في عون اخوتنا السوريين على هذا وأمثاله..,abusive,0,indifference,6,indirect,0,other,1,other,0
عشان ربنا مدينا هندوس عليهم,normal,5,indifference,6,indirect,0,other,1,other,0
أسؤء شئ يمكن أن تراه فى حياتك أن يسخر انسان مصرى من احد الافارقة فى المترو ويضحك على تسريحة شعره او بشرته السوداء .… @url,normal,5,sadness,3,direct,1,african_descent,3,origin,1
يقال عن المرأة أنها أدخلت #جن في قرعة# لكن للأسف لم تستطع حتى إدخال رجل إلى #قفص ذهبي#  قعدتي تبعي في القرع حتى بقيتي بايرة,offensive,2,sadness,3,indirect,0,women,2,gender,2
؛ متحنش لحد باعك يا وسخ.,disrespectful,3,sadness,3,direct,1,individual,0,other,0
@user يا بايره ياعانس,hateful,1,anger,2,direct,1,women,2,gender,2
@user هو مبيبقاش رايق غير لما نبقى عارفين اننا هندوس على وشهم,offensive,2,confusion,5,indirect,0,other,1,other,0
@user نشر غسيلهم نشر  وكواهم . خنازير الجزيرة ونظام الحمدين تحية لك  يا جيري ماهر,hateful,1,disgust,0,direct,1,other,1,other,0
@user @user طبيعى ابن الوسخ وسخ,abusive,0,shock,1,indirect,0,individual,0,other,0
فتوى جديدة من #العراق يجوز شرب بول البعير وبول البقر وبول الماعز  ، اترك التعليق لكم . @url,disrespectful,3,indifference,6,indirect,0,other,1,origin,1
ما بدي كون متطفّل، أعتقد أنّهم يأكلون الضّبّ ويتعاطون بول البعير، وكفى ذلك شحار وتعتير. @url,abusive,0,anger,2,indirect,0,other,1,other,0
@user @user انقلي لنا البشائر عن دهس خنازير المجوس,hateful,1,indifference,6,direct,1,other,1,other,0
تكشف المرأة سبب التحرش!…,abusive,0,indifference,6,indirect,0,women,2,gender,2
و انخرسوا منك الها لافنشها من التربية و اطلعكم من الكويت! يا خنزير عيلة خنازير! و انخرسوا ما بدّي اسمع حسكم و اذا ب… @url,offensive,2,anger,2,direct,1,other,1,origin,1
ليفربول يلعن ابو القذارة اللي فيكم يا خنازير,offensive,2,indifference,6,indirect,0,other,1,other,0
@user @user ههههههههههه انا بسهوله اعصب ولساني وسخ لايغرك طيبي انا عصبيه,normal,5,shock,1,indirect,0,individual,0,other,0
كل المنظفات ديه و برضو اخترت تبقى وسخ معايا @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
حطمت أغلال يدي بكل خنزير أسدي.,normal,5,shock,1,indirect,0,other,1,origin,1
ما أعظم موقفك عند الله يا متبرجة يا من خلعت النقاب وتبرجت وفتنت المسلمين,hateful,1,indifference,6,direct,1,women,2,gender,2
مطلق الهاشتاق حقير وضيع وكذاب  هذي حركات خنازير جزيرة شرق سلوى#يوسف_علاونة_يسي_للسعوديين,hateful,1,shock,1,direct,1,other,1,other,0
@user @user @user هذا لو هم رجال ... هذولي قرود و خنازير,offensive,2,anger,2,direct,1,other,1,other,0
شي طبيعي قناة خنازير  #الجزيرة_تطعن_بالقران_الكريم,offensive,2,anger,2,indirect,0,individual,0,origin,1
انت وسخ اوي اوي ان شاء الله تتفضح ومحدش يسترها عليك اللهم اميين @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user @user @user واضح انكم تكذبوها ع سالفه ان الحريم يقعدن بالارض  ولا انا فهمت غلط ودرعمت؟,offensive,2,indifference,6,indirect,0,women,2,gender,2
@user نفس الزومبي ده بيدافع عن المتحرش ويضرب اللي يحاول يمنعه من التحرش,offensive,2,indifference,6,indirect,0,women,2,gender,2
مش عايز احبط حد بس بعد ما سافرت و شوفت الحريم اللي بجد اجانب و عرب و كدا اكتشفت ان الحريم المصرية  هم سبب النكد و سبب الوفاه المبكر,abusive,0,shock,1,indirect,0,women,2,origin,1
@user @user اقول ..خليك على شرب بول البعير احسلك..لاتكون تخلط بول باكستاني معاه..,offensive,2,disgust,0,direct,1,individual,0,other,0
@user @user مادام كفرت بالله كل خنزير!!!! ههههههههه اهبل,disrespectful,3,disgust,0,direct,1,individual,0,other,0
@user @user @user وسيدحر تنظيم الاخوان الارهابي وسيعود الجنوب وسيعود خنازير الشمال لحظيرتهم باذن الله.,offensive,2,indifference,6,indirect,0,other,1,other,0
وهذه الظروف مثل صعوبة الزواج أو ترسخ بعض العبارات في عقلية الشاب مثل إن كل إمرأة متبرجة هي قليلة شرف وغيرها...! و… @url,normal,5,sadness,3,indirect,0,women,2,other,0
على اي دين اي ملة هذا خنزير من ال سلوك قسم بالله الاسلام بريئ منكم ومن افعالكم لعنكم الله @url,hateful,1,anger,2,direct,1,individual,0,origin,1
@user @user @user خنزير,abusive,0,disgust,0,indirect,0,other,1,other,0
حضيرة خنزير اطهر من اطه…,normal,5,disgust,0,direct,1,individual,0,origin,1
يا جماعه مبحبش الكلام الكتير إللى يعرف يهيجنى ع امى ويقول كلام وسخ وشتيمه عليها يكلمني غير كدا لا@user انا زوبرى بيوقف  من كلامكم وشتيمتكم,offensive,2,disgust,0,direct,1,other,1,gender,2
لا للتصنيف عندما يتوقف تصنيف التي لم تتزوج بالبايرة، عندما يتوقف وصف المطلقة بالعاهرة عندما يتوقف تصنيف ا…,normal,5,shock,1,indirect,0,women,2,gender,2
#في_بلادك_تقدري تعيشي بلا ما تسمعي : عورة ، بلاصتك فالكوزينة ، مسطاشة ، عاهرة ،  بايرة ...,offensive,2,sadness,3,direct,1,women,2,gender,2
@user @user @user @user @user ايها الحمار انت الظاهر مكثر من شرب بول البعير… @url,offensive,2,shock,1,direct,1,individual,0,origin,1
@user وهل يوجد ابشع من هاؤلاء هُم المتأمرون ع اليمن وشعب اليمن هُم من تأمرو ع ليبيا العراق سوريا فلسطين السودان… @url,hateful,1,anger,2,direct,1,other,1,origin,1
@user @user @user @user رافضي وافتخر لرفض دينكم القذر دين ابن تيميه واسلافه من هنا جائت اسم الرا… @url,hateful,1,shock,1,direct,1,other,1,other,0
ناقشه بمعزل تاااااااام عن قضية التبرج,normal,5,indifference,6,indirect,0,individual,0,other,0
بي اوت يطلعون فاصل اذا جات جوائز الحريم بروح اقول لنسويات يلعنون والديهم,offensive,2,shock,1,indirect,0,women,2,other,0
قدم نادي القانون بالتعاون مع مركز الدراسات الجنائية محاضرة بعنوان #التوعية_بنظام_مكافحة_التحرش ، ألقتها د.سحر الهبد… @url,normal,5,indifference,6,direct,1,women,2,other,0
مودريتش هيتظبط من الصحفيين بس الجماعة الافارقة و الاسيوين اللي م… @url,normal,5,indifference,6,indirect,0,individual,0,other,0
@user @user كلهم خنازير المجوس,abusive,0,anger,2,indirect,0,other,1,other,0
@user @user @user @user اشرب بول البعير انت ماعندك الا هذه الجملة بصراحة اشرب بول… @user,disrespectful,3,disgust,0,indirect,0,individual,0,other,0
يا بايره يالي كل دفعتك مخطوبين . @url,disrespectful,3,indifference,6,indirect,0,women,2,gender,2
@user @user ادأ جيد من خنزير ناطق,hateful,1,disgust,0,indirect,0,individual,0,origin,1
صالح بن عبدالله السليمان: السعودية: هذا ردي على تهم “الوهابية” الرجعية.. بول البعير.. وتدمير العراق… @url,offensive,2,disgust,0,indirect,0,individual,0,other,0
@user @user محامي ايش محامي خنازير او قرود,hateful,1,anger,2,indirect,0,individual,0,other,0
@user والمذابح التركيه في جزيره العرب تبا لكم با خنازير,hateful,1,indifference,6,indirect,0,other,1,origin,1
@user والله شي مؤسف   من محتشمه الى متبرجه  ياحسافه ... @url,normal,5,indifference,6,indirect,0,individual,0,other,0
@user يعني التحرش مبرر اذا كان في ضحية ؟؟ هاد اللي فهمتو من تعليقاتهن تفو ع هيك مخ بسس ..,normal,5,indifference,6,direct,1,women,2,gender,2
@user والله انا ارى ان الإعلام #القطري اكثرهم ضرراً وخبثاً للعالم وليس لمجتمع!,hateful,1,shock,1,indirect,0,other,1,origin,1
طبعا التويته ودوها الفيس و تقريبا 90% من تعليقاتهم اني زولة بايره و فاكه العلاقه شنو ما عارفه و كميه شتايم كفيلة بإ… @url,normal,5,indifference,6,indirect,0,other,1,other,0
صراحه| يلا چب نجسين انتوا يا خنازير سبحتها و خننتها و شحلاتها عسوله,offensive,2,disgust,0,indirect,0,other,1,other,0
@user @user الله خلقنا بشر مو خنازير. ع كلن شكرا اذا شايفه هالوجه لطاهر خنزير,normal,5,indifference,6,direct,1,individual,0,other,0
@user لحم خروف يعطيه الحكككة  ع خنزير كدة يعطيه الدياثة,abusive,0,indifference,6,indirect,0,other,1,other,0
استقبال كبير لأكثر واحد وسخ بالكون  هدفهم نكاية الاهلي ولكن اهانوا انفسهم بأنفسهم. @url,hateful,1,shock,1,indirect,0,other,1,other,0
@user @user اجلدهم فهم خنازير بصور بشر  الفلسط معروف عنهم الخيانه والغباء لانهم راضعين حليب يهود واصبحو انجز واقذر بشر,abusive,0,shock,1,indirect,0,individual,0,religion,3
حضيرة خنزير اطهر من اطه…,normal,5,shock,1,direct,1,individual,0,origin,1
هل تعلم ما معنى كلمة نيتفلكس؟ نيت اختصار لنيتينياهو، فليكس من الكورن فليكس وهو يحتوي على دهن خنزير انشرها بقدر حبك لmbc2,offensive,2,indifference,6,indirect,0,other,1,other,0
يارجال التحرش بقى الكتروني كوني اقول ليك منقا او اقول ليك بيبي ده يعتبر تحرش الى ان ياتي مهند شاد اوغلو فيصبح غزلا,offensive,2,indifference,6,indirect,0,women,2,gender,2
@user @user كيف تقولون على ترامب خنزير اونتم عندكم اكبر قاعدة عسكرية له؟! الله يلعن حليب الحمير الي سوا في عقولكم كذا,offensive,2,indifference,6,direct,1,other,1,origin,1
@user @user الم تملوا من اثارة الفتن يا خنازير الجزيرة؟,offensive,2,indifference,6,direct,1,other,1,origin,1
@user منافق ووصولي وفاشل كلبك منطقي اكتر منك يا بهلة لا وش حلو ولا .....ناعمة جابوك لاءنك لسانك وسخ ومقرف… @url,disrespectful,3,disgust,0,direct,1,individual,0,other,0
@user @user دراعه كان مصاب ياشارب بول البعير,disrespectful,3,indifference,6,direct,1,individual,0,other,0
@user @user كلهم خنازير المجوس,hateful,1,disgust,0,indirect,0,other,1,other,0
ما أرخ عن شمائل ال سعود هو ميولهم الجنسية الشاذة القذرة مسخهم الله قرود و خنازير,abusive,0,indifference,6,direct,1,other,1,other,0
انظر لاي طائفة ينتمي,normal,5,shock,1,direct,1,individual,0,other,0
لو تفكرون فيها فكرة الكرتون منحرفة، تخيل دكتور طفش و قال بسوي لي ثلاث بنات صغار يعيشون معي @url,normal,5,indifference,6,direct,1,individual,0,other,0
@user والحين ماشاء الله ايش تصدرون ؟ بول البعير !!!! يا رجال قوم انقلع,normal,5,indifference,6,indirect,0,individual,0,origin,1
فيديو| صحفية تضرب مشجع حاول التحرش بها على الهواء @url,normal,5,shock,1,indirect,0,women,2,gender,2
رؤساء اتحادات الرماية الافارقة في زيارة الي قناة السويس الجديدة @url,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user آه البخاري قال اشربوا بول البعير تمام اصدقك الان,abusive,0,indifference,6,direct,1,individual,0,other,0
للي تصور تبعد عن صور الحريم والصراخ  والله شيء ماهو حلو بحق شاعرنا ولا بكم أبتعدوا عن الصراخ ليش تصرخون.   وشكرا لك… @url,normal,5,indifference,6,indirect,0,women,2,gender,2
والبلطجي كان خنزير بنجمة على الكتاف.,offensive,2,disgust,0,indirect,0,other,1,origin,1
الكيرفي. ياريس. عشان التحرش  @url,offensive,2,sadness,3,indirect,0,women,2,other,0
@user @user من افريقيا مالابو,normal,5,sadness,3,indirect,0,african_descent,3,origin,1
ولكن نريد كتاب المعمم الرافضي إلى يقول أن الرافضة خنازير بل كلاب @url,abusive,0,disgust,0,direct,1,other,1,religion,3
ممكن اعرف انا مين اللى بيقود المؤامرة على ماسر يا خنازير,abusive,0,shock,1,indirect,0,other,1,other,0
@user @user فئة خنازير,hateful,1,indifference,6,direct,1,other,1,other,0
@user @user @user حتى في الدول الغربية ينتشر التحرش وتبرج النساء مساهم كبير في ذلك,normal,5,shock,1,direct,1,women,2,gender,2
@user هاهاهاهاها  عم تحطووو اخبار السعودية  بول البعير عاطي تأثيررر قوي كتير,offensive,2,indifference,6,direct,1,other,1,origin,1
لأن التبرج اساسه عدم تربيه او تشويه…,abusive,0,indifference,6,direct,1,women,2,other,0
@user لو انتم رجال يا خنازير اكشفوا عن اسمائكم و وجوهكم  يا جواري بن سلمان و بعدها نتحدث,hateful,1,indifference,6,indirect,0,other,1,origin,1
ذنب الكلب اعوج اجلكم الله.... الفرس لهم رب والعياذ ب الله...خنازير الفرس بيننا ك عرب @url,hateful,1,disgust,0,direct,1,other,1,origin,1
@user @user ههههههههههه ههههههههههه ههههههههههه بد تعتبر نفوسكم رجال  يا خنازير لو كنتو رجال ماجبتو مرتزقة م… @url,offensive,2,disgust,0,indirect,0,other,1,origin,1
يعني هو حلو ليكم يا بتوع بول البعير يدخل دولتنا ويشتم في رموزنا ولما جمهورنا يرد عليه يبقى ازمة وفتن… @user,hateful,1,indifference,6,indirect,0,other,1,origin,1
@user @user اليمن مرمطة بسعودية وهي بدون سلاح مابالك بايران وهيا دوله مصنعه باتخلي الخونة أمثل… @url,offensive,2,sadness,3,direct,1,other,1,origin,1
@user مأثر عليهم بول البعير…,normal,5,indifference,6,indirect,0,other,1,origin,1
مقال رائع ولكن نريد  مقالات  فكرية  ووطنية-شعرة من جلد خنزير | الشرق الأوسط @url,abusive,0,indifference,6,indirect,0,other,1,origin,1
اللهم ابعد عنى الحريم والحرام,normal,5,indifference,6,indirect,0,other,1,origin,1
@user لقتل أهل اليمن يا شارب بول البعير يا زق الصحراء,hateful,1,shock,1,indirect,0,other,1,origin,1
@user هاذ خنزير خاين وكلب من خان بلده يعتبر خنزير مشررد لعنه الله,abusive,0,anger,2,indirect,0,individual,0,other,0
@user @user خنزير اجلكم الله هذا المعتوه,abusive,0,indifference,6,indirect,0,individual,0,other,0
عصائب أهل الحق والحشد الشعبي الأرهابي بالعراق مرتزقة عملاء إيران ،الحوثيين باليمن خنازير إيران باليمن ، وحزب حسن زم… @url,hateful,1,disgust,0,indirect,0,other,1,origin,1
مسكين كان الله في عون اخوتنا السوريين على هذا وأمثاله..,normal,5,disgust,0,indirect,0,other,1,other,0
@user @user عالم شيعي يوصي بشرب بول البعير @url,abusive,0,indifference,6,indirect,0,other,1,religion,3
وباير : بمعنى كسول او عدم اظهار الجدية في الامر,normal,5,indifference,6,direct,1,other,1,other,0
@user @user لا بتشوف خنازير ايران وتركيا,offensive,2,disgust,0,direct,1,other,1,origin,1
التاسعة يا اهلي #افريقيا_يا_اهلي,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user  نور قوليلها انها بايرة عشان إللى بتعملوا فينا ده كتير اوى والله,fearful,4,confusion,5,direct,1,individual,0,gender,2
@user ههههه لا ي ءءموره دوم الحلوه يغارون منها الحريم ويسبونها,normal,5,indifference,6,direct,1,women,2,gender,2
ياعالم مقتل 16 في سجون ذيل الكلب تحت التعذيب في سوريا ويمكن فرحانين بالخبر  قسماً بالله لو لي من الامر شيء في هاذه… @url,offensive,2,indifference,6,direct,1,other,1,other,0
من هذا المنبر احب اقول الله ياخذ عمر الحريم,offensive,2,anger,2,direct,1,women,2,gender,2
@user لاعبي الكرة الافارقة معظمهم عاهرين للاسف،,disrespectful,3,anger,2,indirect,0,african_descent,3,origin,1
فنحن نطالب كل متبرجة أو سفور تتعرض للإغتصاب أو التحرش أن تتحجب لأ… @url,abusive,0,shock,1,indirect,0,women,2,gender,2
هذا الإعلامي. وعيناته في قناة الخنزيره.  مثل القربه  الخرقاء.   شغله الشاغل بلاد الحرمين. .   واقول له كما يقول فيس… @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user وين بيلقوها الكلبه يلي تقبل ترضع خنازير حاشاك,offensive,2,indifference,6,indirect,0,individual,0,origin,1
٨٠٪ من قضايا #التحرش والأعتداءات الجنسيه على البنات القاصرات  التي وصلتني كان سببها إهمال #الأم وانشغالها بمشاويرها… @url,normal,5,anger,2,direct,1,women,2,gender,2
@user لايهمك خرابيط الي تشرب دافي وينظف،، سوي تنظيف بالعكس ممتاز لصحة ارحامك .. عندنا خرافات الحريم مابعد بطلوها,disrespectful,3,indifference,6,direct,1,women,2,gender,2
@user @user زي الكلاب تنزلون التغريده وودي اشوف وجيهكم وانتم تنزلونها ابو من جمعكم خنازير,disrespectful,3,disgust,0,direct,1,other,1,other,0
@user والله مورينهو اكبر من ناديكم يا خنازير,offensive,2,indifference,6,direct,1,other,1,origin,1
@user لإن التحرش وسيلة ردع للإناث عن أنهم يخرجوا عن سطوة وسيطرة الجنس الاعلي,abusive,0,indifference,6,direct,1,women,2,gender,2
شراميط افريقيا بقوا بيتكلموا ! @url,abusive,0,indifference,6,indirect,0,african_descent,3,other,0
@user هههههههههههه والله انكم صهاينه وانكم من تدعمون اسرائيل يا مملكة بول البعير اما هذا الطفل فهو بيقول الحقيقه فقط يا مناشير,normal,5,shock,1,direct,1,other,1,origin,1
@user كفو يا أكرم حجر لك متابعينك ياصمصام لايهمك خنازير المجوس من العرب,disrespectful,3,indifference,6,indirect,0,individual,0,other,0
على أعداء الدين والوطن خنازير إيران,hateful,1,anger,2,indirect,0,other,1,other,0
@user @user اجلللللد خنازير الطرابيش,hateful,1,shock,1,indirect,0,other,1,other,0
هندوس علي وش امك انتا واللي معاك يا ولاد الوسخه..,offensive,2,disgust,0,direct,1,other,1,other,0
@user @user من شفت بروفايلك عرفت أنك شخصية قذرة و منحرفة لذلك ماراح أكثر هرج مع الأنجاس أمثالك,normal,5,indifference,6,direct,1,individual,0,other,0
@user @user ماعمري شفت خنزير يشعر ، الا ألحين فسبحان الله,normal,5,disgust,0,direct,1,other,1,other,0
@user كل تراب يا خنزير لعنك الله يا كلب ونكل الله بك..,hateful,1,disgust,0,direct,1,individual,0,other,0
@user @user انجس من خنزير انت وامك اكيد ما مخليه واحد من شرها شو اسمها تسيفي ما خلت زعيم عربي الا ما ن… @url,hateful,1,disgust,0,direct,1,individual,0,other,0
ودي اكل لحم وانا مدري يطلع خنزير ومقلب عشان نضحك ونكون جربنا بنفس الوقت,abusive,0,anger,2,indirect,0,other,1,other,0
عيل وسخ هسقطك. @url,offensive,2,indifference,6,direct,1,individual,0,other,0
@user @user لمن الوحدة تكون بايرة و ياهو بس دا البتركز فيهو,abusive,0,anger,2,indirect,0,women,2,gender,2
يا بايره يلي كل دفعتك مخطوبين @url,normal,5,indifference,6,indirect,0,women,2,other,0
مدري من قايل لها بنجيب خنزير مشوي وويسكي @url,abusive,0,confusion,5,indirect,0,other,1,other,0
@user ملك التزوير...وسخ واللى سايبه اوسخ منه....,disrespectful,3,shock,1,direct,1,individual,0,other,0
@user يكابتن شريف انت من احسن الحراس ف القاره السمراء وأنا بحبك اووي يا وحش افريقيا فرحتونا بالمكسب ويار… @url,normal,5,indifference,6,indirect,0,african_descent,3,other,0
@user @user ابن خالتي انا #خنزير_ال_ام_كيه,offensive,2,shock,1,indirect,0,individual,0,other,0
@user @user والله كيف يندس ي خنزير هذاك الشخص اتي بجواز مزور ولا احد يعلم عنه  يا نجس,hateful,1,disgust,0,indirect,0,individual,0,other,0
@user @user كبسة بول البعير,disrespectful,3,sadness,3,indirect,0,other,1,other,0
@user يا بهيم مش هيك بركبو مقطع فيديو حتى بالكذب فاشلين العمى بقلبكن بشو بدكن تفهو يا اخفاد القدرة والخنازير… @url,disrespectful,3,shock,1,indirect,0,other,1,origin,1
لو فعلاً بيهرب كان هرب لدولة اوربيه مش عربيه يحكمها خنازير ايران هؤلاء اكذب من ابليس ومن ص… @url,hateful,1,indifference,6,direct,1,individual,0,origin,1
بإختصار أصبحوا خنازير بدياثتها و قذارتها و قبحها,offensive,2,indifference,6,indirect,0,other,1,other,0
@user لو انا فهمت صح انتى تقصدى ظاهرة التحرش وكدة ف دى  منتشرة فى مصر كلها يا نهى وكمان مأفورة فى القاهرة و… @url,normal,5,sadness,3,direct,1,women,2,gender,2
وانتي مال امك يا مطلقة يا بايرة ياوش قنوات @url,offensive,2,disgust,0,direct,1,women,2,gender,2
مش دايرة حجاب = كافرة متبرجة ما تصليش,hateful,1,anger,2,direct,1,women,2,gender,2
ناوية تعرسي ولا تبقي بايرة ؟ — ابقى بايرة طبعاً @url,offensive,2,disgust,0,indirect,0,women,2,other,0
@user @user @user ولوكان طلع ولد ودافع عن التحرش لكان سمع ماسمع. والشيخ لم قال كدة بيقصد اللبس بيشجع ع… @url,disrespectful,3,shock,1,direct,1,women,2,other,0
ولكن ماذا إذا كانت #الحملة_على_التحرش تحتوي على هدف خفي تطبيقاً للحكاية القديمة,normal,5,indifference,6,indirect,0,women,2,other,0
فيه ناس   تعتبر عباية الكتف تبرج وفيه ناس ماتشوف كشف الوجه تبرج… @url,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user @user @user لم اشتم الا اعداء #وطني خنازير #الفرس ولي الشرف بذالك في حال بادر بذالك… @url,hateful,1,disgust,0,indirect,0,other,1,origin,1
مرة كان فيه دكتور يدرسنا لابتوبه كل أبوه كاتشب وأكل، وسخ مقزز، وما كان فيه برجكتر، فكنا نضطر نطالع في لابتوبه,hateful,1,indifference,6,direct,1,individual,0,other,0
@user @user حتى اني واضع  إعلام ساعودية  حبا لمكة  ونصرتا  لها لو مثلا تهجم خنازير صهاينة على مكة… @url,offensive,2,indifference,6,direct,1,other,1,other,0
ملعون ابو المسلسلات و الافلام اللي افقدت الرجالة غيرتها على اهلها ، و خلت الستات تتفنن في ازاي تخون اجوازها بقينا عايشين وسط خنازير مش بشر,abusive,0,indifference,6,direct,1,other,1,other,0
@user @user لا بالعكس اغلبهم ناس متبريين ولسانهم ينقط عسل من الاخت غادة الي لسانهم وسخ قلة وهذي القلة موجوده… @url,disrespectful,3,sadness,3,indirect,0,women,2,gender,2
@user لايهمك خرابيط الي تشرب دافي وينظف،، سوي تنظيف بالعكس ممتاز لصحة ارحامك .. عندنا خرافات الحريم مابعد بطلوها,disrespectful,3,disgust,0,direct,1,women,2,gender,2
على أعداء الدين والوطن خنازير إيران,abusive,0,disgust,0,indirect,0,other,1,other,0
#في_بلادك_تقدري تعيشي بلا ما تسمعي : عورة ، بلاصتك فالكوزينة ، مسطاشة ، عاهرة ،  بايرة ...,fearful,4,sadness,3,direct,1,women,2,gender,2
@user @user البعير رمز لابن الصحراء العربي الاصيل لكن انت تشرب من بول الخميني مخلوط مع بول كلب لكونك بدون اصل استمتع,hateful,1,anger,2,indirect,0,other,1,origin,1
تأثير شرب بول البعير على بني سلول. @url,hateful,1,anger,2,indirect,0,other,1,origin,1
@user هههههههههههه سهل الوسخ بايجلس وسخ ولو تحمم وتنظف كل يوم,offensive,2,indifference,6,indirect,0,other,1,other,0
استقبال كبير لأكثر واحد وسخ بالكون  هدفهم نكاية الاهلي ولكن اهانوا انفسهم بأنفسهم. @url,offensive,2,indifference,6,indirect,0,other,1,other,0
@user نريد حفظ حقوق الرجل من التحرش,normal,5,indifference,6,indirect,0,other,1,other,0
لقد تعلمت مند زمن طويل ألا أتعارك مع خنزير لأنني بدلك سأتسخ وذلك يروق له,normal,5,indifference,6,indirect,0,other,1,other,0
بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!! @user,offensive,2,shock,1,direct,1,other,1,origin,1
@user @user مع الايام بتقول يحق لهم التحرش بالبنت اللي جالسه ببيتها ليش جالسه,offensive,2,fear,4,indirect,0,women,2,gender,2
زي كل مذبحة يطلع أشباه بشر برؤوس خنازير تصقف لقتل أبرياء لا حول لهم و لا قوة و يشمتوا في دمهم,disrespectful,3,sadness,3,indirect,0,other,1,other,0
كأن الدفاع عن الست حاجه محرمه و غير مرغوب المناقشه فيها و دي عادات غربيه انما احنا هنا هندوس علي الست و نطلع ميتين… @url,normal,5,disgust,0,indirect,0,women,2,gender,2
@user @user @user @user كلي تبن احسن لك وماعندنا لكم وظايف الا مدق دق خشومكم وبول البعير ا… @url,abusive,0,indifference,6,direct,1,other,1,origin,1
@user @user @user بول البعير و اثاره !!!!!,normal,5,disgust,0,indirect,0,other,1,other,0
@user @user معها حق ماتنسى لان التحرش شي مو سهل وصعب نسيانه لكن الغريب انها مابلغت الا لما صار… @url,normal,5,disgust,0,direct,1,women,2,other,0
@user @user @user الحمدلله آل سعود مافيهم خنازير كلهم ملوك ابناء ملوك ياصاحبة الفتنة,abusive,0,indifference,6,direct,1,individual,0,origin,1
بول البعير  يحرك اقتصاد العال… @url,normal,5,indifference,6,indirect,0,other,1,other,0
إلا هجيناً مُشوّهاً من خنازير وقرود..,abusive,0,indifference,6,indirect,0,other,1,other,0
اول خطوات الفشل هو ان تتزوج وانت معاق عقلي يتزوج لأجل ان يقولو انه تزوج ، ويتزوج لاشباع رغبه وغريزة وشهوة,offensive,2,sadness,3,indirect,0,other,1,origin,1
دقو جرس  دخلو معاهم #خنزير ريحتو معفنه و بخرا ليهم في الزنزانه كلها مترين في مترين,disrespectful,3,shock,1,direct,1,other,1,other,0
