tweet,sentiment,sentiment_score,annotator,annotator_score,directness,directness_score,group,group_score,target,target_score
خلاص اقعدي بايرة كده @url,disrespectful,3,disgust,0,direct,1,women,2,gender,2
لا تحاولين تلميع ملتكم النجسة,abusive,0,disgust,0,indirect,0,other,1,other,0
ي قصارية ي بايرة,offensive,2,shock,1,direct,1,individual,0,other,0
فعلا احاسيس خنزير يا اميرتي انا احبك يا مستقبل الامارات وبعدين تعالي اخطفيني هالحياه تعبتني @url,normal,5,disgust,0,indirect,0,individual,0,gender,2
ولا المراجل ماتجي بطعن الحريم !,normal,5,confusion,5,direct,1,women,2,gender,2
محنه فويس ديوث متحرره س… @url,offensive,2,anger,2,indirect,0,other,1,other,0
@user @user خنازير التحالف العربي,offensive,2,indifference,6,indirect,0,other,1,origin,1
قصتي مع التحرش الجنسي ؛,normal,5,indifference,6,direct,1,women,2,gender,2
بهيم الشاذ امه عاهره والده ديوث العائله كلها مشقوقه شق @url,offensive,2,shock,1,indirect,0,individual,0,other,0
زي ما في حملات ضد التحرش والتنمر والعنصرية وو ياريت نشوف حملات ضد العقاب الابوي وتسلطهم وتشويه نفسية ابنائهم، عمر و… @url,offensive,2,disgust,0,indirect,0,other,1,other,0
لعل هذا الامر يظهر حالة المجتمع الذكوري اللي دابحينا فيها كل ما دق الكوز بالجرة.. اما ظاهرة التحرش او الاغتصاب بأي… @url,abusive,0,disgust,0,direct,1,women,2,gender,2
@user @user @user ذكرت لك صفتهم فوق ويخسون لا هم ولا غيرهم أدافع عن خنازير ، ولهذا السبب امنع محارمي من… @url,hateful,1,disgust,0,indirect,0,other,1,other,0
كمية التحرش اللفظي اللي بنتعرضله كل يوم في الشارع كفيل إنه يخلي القسم شغال طول اليوم.,normal,5,indifference,6,indirect,0,women,2,gender,2
مشكله غيرة الشباب من بعض اخيس من الحريم تف عليك اذا انت من هالنوع,abusive,0,shock,1,indirect,0,other,1,other,0
بي اوت يطلعون فاصل اذا جات جوائز الحريم بروح اقول لنسويات يلعنون والديهم,hateful,1,shock,1,indirect,0,women,2,other,0
@user @user ههههههههههه انا بسهوله اعصب ولساني وسخ لايغرك طيبي انا عصبيه,normal,5,indifference,6,indirect,0,individual,0,other,0
@user @user @user أوقفوا الحرب يا خنازير أقفوا إجرام آل سعود يلعنكم ويلعن المساعدات التي تقدموها,abusive,0,indifference,6,direct,1,other,1,other,0
@user @user خنازير العصر وخنجر مسموم في ظهر المسلمين,hateful,1,shock,1,direct,1,other,1,religion,3
تخسى وتعقب يا خنزير ..  ولد شوارع ... كفوا العالم الثالث الوسخ المتخلف السافل المنحط مثلك يعلم السعوديين .. تعلموا… @url,hateful,1,disgust,0,indirect,0,other,1,origin,1
متفهم تماما ان واحد سويدي او امريكي يبقي عنصري ضد الافارقة ذوي البشرة السمرا _وان كانت اختفت عندهم_ لكن لما تبقي مص… @url,normal,5,indifference,6,indirect,0,african_descent,3,origin,1
@user @user هذا الخنزير الضعيف الي تتكلمين عنه تعالي شوفي لين يكون مع مجموعه خنازير صهاينه ومعهم قو… @url,abusive,0,indifference,6,direct,1,individual,0,origin,1
@user @user @user انت لا اصل لك ،اشرب بول البعير واسكت,disrespectful,3,indifference,6,direct,1,individual,0,other,0
@user @user @user @user @user تاج على راس أمثالك يا شاربين بول البعير,offensive,2,indifference,6,direct,1,individual,0,origin,1
#يعجبك_السهر_اكثر_او_النوم بعض الحريم كذا @url,normal,5,indifference,6,indirect,0,individual,0,other,0
ما الفائدة من صورة فتآة متبرجة كاشفة الوجه  عارية الساقين او  الذراعين تضعينها صورة صفحتك الشخصية,abusive,0,indifference,6,direct,1,women,2,origin,1
@user @user تقصد 500 مليار دولار يا خنازير ترمب,disrespectful,3,indifference,6,direct,1,other,1,other,0
@user هنبني الدوله يابو دم خنزير,disrespectful,3,disgust,0,indirect,0,other,1,other,0
على أعداء الدين والوطن خنازير إيران,hateful,1,disgust,0,indirect,0,other,1,other,0
يخرس الخنزير،،، أول مرة أشوف خنزير مولود على رماد @url,abusive,0,shock,1,indirect,0,individual,0,other,0
@user @user @user الله واكبر ياكلون خنازير وصرنا احنا القرف,offensive,2,disgust,0,direct,1,other,1,other,0
@user هؤلاء مجرد أنعام، كرم الله الأنعام، وأنما خنازير بشريه، مأكلها خبيث ومشربها خبيث، ومسكنها خبيث، ول… @url,hateful,1,shock,1,indirect,0,other,1,origin,1
ميول منحرفة,offensive,2,indifference,6,indirect,0,other,1,other,0
معتقدش العشم يؤهل اي بني ادم وسخ انه يتعامل بقلة ذوق مع بني ادم تاني يعني,normal,5,indifference,6,indirect,0,other,1,other,0
@user وبعد قراءة ما تقيئ به خنازير الدب الداشر أدعو الله ان يجعلك سببا لزيادة غيضهم إلى ان يموتوا كمدا.,abusive,0,shock,1,direct,1,other,1,origin,1
التحرش سهل وبسيط والطفل م راح يفهم #عمه #معصيتي_راحتي,offensive,2,anger,2,indirect,0,other,1,gender,2
@user @user شنو اللواكه ياشاربي بول البعير يا اذناب الاستعمار يابقرة ترامب,disrespectful,3,shock,1,direct,1,other,1,origin,1
كل من يبحث عن حرية المراة علماني أو ملحد @url,offensive,2,shock,1,direct,1,women,2,other,0
لا يوجد مبرر بأي شكل من الأشكال لجريمة الاغتصاب ، لا يحق لك لوم الضحية بأي شكل من الأشكال ، #الاغتصاب جريمة. #التحرش جريمة.,normal,5,indifference,6,direct,1,women,2,gender,2
البنات صارو يذبحون يطعنون يدخنون يشيشون ويشربون وانا للحين استحي ادخل على الحريم لحالي .,normal,5,shock,1,indirect,0,women,2,gender,2
@user يا خنزير تشتم محمد عليه افضل الصلاة والتسليم لابوك لابو من جابك وتستهزئ بعد انت حكم الرده فيك قليل اطالب بتغليظ الحكم عليك,hateful,1,anger,2,indirect,0,individual,0,religion,3
@user @user نصيحة لك يا #محمد_العرب عندما تشرب بول البعير اخلطه مع بول اليمني من أجل تركز في التغريدات وما تلخفج,hateful,1,shock,1,direct,1,individual,0,other,0
احمد يا توفيق يبن الوسخه يابتاع 2014 رايح تحطها في عبد الواحد يا بهيم,abusive,0,indifference,6,indirect,0,individual,0,other,0
@user @user @user @user يخسي يا ناعم يا شيخ الحريم.  من البنات ما فرقتاك يخس… @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user @user @user ولوكان طلع ولد ودافع عن التحرش لكان سمع ماسمع. والشيخ لم قال كدة بيقصد اللبس بيشجع ع… @url,abusive,0,shock,1,direct,1,women,2,other,0
وقانون التحرش منعو فيسات الورد والقلب,normal,5,indifference,6,indirect,0,other,1,other,0
وبصفتنا مغاربة لا نقبل دعم من خاننا في يوم الايام وكان يشتمنا يا شارب بول البعير @user,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user الدكتور عماد كأنه يقاتل في ارض كلها الغام من خنازير الجزيرة من حقه يدافع عن ارضه وشعبه ولكن ا… @url,offensive,2,indifference,6,direct,1,individual,0,other,0
@user هاذا خنزير العاهرات وديوث الإمارات,offensive,2,disgust,0,indirect,0,other,1,origin,1
@user هي منحرفة طردها المرجع الديني الميرزا حسن گوهر التبريزي من كربلاء وهو من تلامذة الشيخ الأحسائي والسيد… @url,offensive,2,indifference,6,indirect,0,individual,0,religion,3
بس الخلاصة أنتوا أوسخ من الوسخ؟,offensive,2,indifference,6,indirect,0,other,1,other,0
اكبر ثلاث كاذبين بل عالم اولهم من قال صوت المراة عورة وثانيهم من قال دور المراة البيت وثالثهم من قال أن قوة تحمل رجل اكثر من ل مراة,normal,5,indifference,6,indirect,0,other,1,other,0
-اجمل الحريم العربى حاجه تفتح النفس جسم نار وبزاز تهبل @url,disrespectful,3,shock,1,direct,1,individual,0,gender,2
بعد المدارس وذهاب الازواج للدوام اغلب الحريم تفقد الحنية والرومانسية رغم افضل جوا لها هوا في الصباح فلات… @url,normal,5,indifference,6,indirect,0,women,2,gender,2
ودي اكل لحم وانا مدري يطلع خنزير ومقلب عشان نضحك ونكون جربنا بنفس الوقت,disrespectful,3,anger,2,indirect,0,other,1,other,0
المقطع فيه موسيقى وامرأة متبرجة واذا سويت رتويت بتكون مشارك بالاثم,normal,5,indifference,6,indirect,0,other,1,other,0
حسب كلامه ان البنت المتبرجه تثير الشباب ، لكن حبيبي الشباب ما يقصروا يتحرشوا بالاخضر واليابس ما بس المتبرجه ، يعني… @url,normal,5,confusion,5,direct,1,women,2,gender,2
تنبيه #خنازير_تميم_الالكترونية تباشر حملة بلاغات ومحاولة اختراق   الحسابات النشطة في وسائل التواصل الاجتماعي.. من القهر اللى فيهم,abusive,0,indifference,6,indirect,0,other,1,origin,1
على اتجاه المصالح ..بايره ..بايره,offensive,2,indifference,6,indirect,0,women,2,other,0
كم التحرش الي بصير اكيد اله مرجعية اتفق عليها عش…,normal,5,indifference,6,indirect,0,other,1,other,0
حضيرة خنازير كل يوم يخرج لنا منها خنزير‼️,disrespectful,3,indifference,6,indirect,0,other,1,other,0
@user @user هم اللى بيحوروا المواضيع .. تتكلم عن الأمن يقول لك امنعوا المتبرجه.. طيب ده دخله ايه ب… @url,offensive,2,indifference,6,indirect,0,other,1,other,0
وجوله وسخ زيه يلا هه @url,hateful,1,anger,2,direct,1,individual,0,other,0
قاعدين ناخذ قصيده عن قد ايش الحريم تافهات عشان واحد كتب قصيده بقصه صارت زمان صدق ان في واحد كان يكره حرمه وجلس يخطط… @url,abusive,0,indifference,6,direct,1,women,2,gender,2
@user يا خنازير إيران الفارسيه واسرائيل الملعونه انتم في انحسار والجيش الوطني والمقاومة والتحالف العربي كل… @url,offensive,2,anger,2,direct,1,other,1,other,0
@user @user مايحتاج. انا رجال ذكوري محترم. والله اني اقدر مشاعر الحريم. اي وحده بتزوجني بتستانس. بخليها ت… @url,normal,5,indifference,6,indirect,0,women,2,gender,2
بغض النظر عن أن بول البعير وانتوا بكرامه يساعد بعلاج بعض الأمراض.... أول واحد اكتشف هالشي، شنو كان يسوي بالضبط ببول البعير؟,abusive,0,indifference,6,indirect,0,other,1,origin,1
ما الفائدة من صورة فتآة متبرجة كاشفة الوجه  عارية الساقين او  الذراعين تضعينها صورة صفحتك الشخصية,abusive,0,anger,2,direct,1,women,2,origin,1
@user @user شرب بول البعير يخلق الهلوسة فااجتنبوه لعلكم تفلحون ههههههههه @url,offensive,2,indifference,6,direct,1,other,1,origin,1
@user @user تونس قوية عليك يا ابني انت وامثالك تقدسون بول البعير .حرام فيكم تكونو من اهل بقاع المقدسه,normal,5,indifference,6,direct,1,other,1,other,0
ومهرجان الجونه هو نهاية طبيعيه لكل متبرجه ا… @url,offensive,2,sadness,3,indirect,0,women,2,gender,2
@user @user @user اطهر من وجهك بول البعير,offensive,2,indifference,6,direct,1,other,1,origin,1
شراميط افريقيا بقوا بيتكلموا ! @url,normal,5,indifference,6,indirect,0,african_descent,3,other,0
@user @user الجواسيس الخونه تجار الدين العملاء يا شراميط يا انجاس خنازير الهالك حسن البنا العميل مث… @url,hateful,1,shock,1,direct,1,other,1,other,0
الإفرنج الخنزير…,disrespectful,3,anger,2,indirect,0,other,1,other,0
الا الحريم @url,normal,5,indifference,6,indirect,0,women,2,gender,2
@user واحدة فاتها قطار الزواج نقولو عليها بايرة هههه,disrespectful,3,sadness,3,indirect,0,women,2,gender,2
علشان شعب وسخ بطبعه واي هري ويخهخهو ويهخوو ويلم شويه لايكس علي حساب ناس محدش عارف ظروفهم @url,hateful,1,indifference,6,direct,1,other,1,origin,1
@user لايهمك خرابيط الي تشرب دافي وينظف،، سوي تنظيف بالعكس ممتاز لصحة ارحامك .. عندنا خرافات الحريم مابعد بطلوها,abusive,0,shock,1,direct,1,women,2,gender,2
غدا #ليفربول يلحق مانشستر ،،، كلما نتشمت بهذا الفريق نخسر بالمباراة التأليه ،،، خنازير تشور,offensive,2,shock,1,direct,1,other,1,other,0
يا هيه .. ترى الحريم ليسوا مخلوقات مختلفة عن الرجال.,abusive,0,indifference,6,direct,1,women,2,gender,2
@user والله انا ارى ان الإعلام #القطري اكثرهم ضرراً وخبثاً للعالم وليس لمجتمع!,normal,5,shock,1,indirect,0,other,1,origin,1
@user @user @user من جد تحس في شي غلط ، خشمه كأنه خنزير,disrespectful,3,indifference,6,indirect,0,other,1,other,0
ديوث يتفرج على الخال وهو يشق زوجته..@url,offensive,2,shock,1,indirect,0,other,1,other,0
@user @user @user مشكله شرابين بول البعير,abusive,0,indifference,6,direct,1,other,1,other,0
@user @user واكا غير مسلمه نجيبها هنا متبرجة شبه عاريه ونتفرج فيها نقول غير مسلمة اوووم المرض الي فيكم ياشيخه… @url,abusive,0,shock,1,indirect,0,individual,0,gender,2
@user @user لعنة الله عليك و علا اتباعك يا قريشي ياكلب يا شاربي بول البعير  يا عبيد امريكا @url,offensive,2,anger,2,direct,1,other,1,origin,1
@user @user خبير الكبتاغون امير من عندكن يا تبع بول البعير,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user @user شيء موقع حق الحريم و العوائل ولكن الملعب حق ام نظارات الهبله,abusive,0,shock,1,direct,1,women,2,gender,2
ومهرجان الجونه هو نهاية طبيعيه لكل متبرجه انحرفت عن…,disrespectful,3,shock,1,direct,1,women,2,gender,2
بعد ازدياد نسبة التحرش في السنوات الأخيرة.. العراق يدرس قانونا لنشر قاعدة بيانات تتضمن أسماء المتحرشين فيما اعتبره… @url,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user @user والله فرحان بنفسچ.انتوا بالشنو ناجحين يا اعراب .ناجحين بشرب بول البعير والسك… @url,disrespectful,3,indifference,6,direct,1,other,1,other,0
خليك ع بول البعير اطيبلك @url,disrespectful,3,indifference,6,direct,1,individual,0,other,0
شـعرة من جلد خنزير,abusive,0,shock,1,indirect,0,other,1,other,0
@user @user اي جذول ال سلوك صهيوني خونة العرب والاسلام خنازير الصهاينة لعنهم الله,hateful,1,anger,2,indirect,0,individual,0,other,0
واحدة بايرة بورة شديدة م صدقت عرسوها يوم عرسها قامت من الكوشة ونادت اخوها قالت لي تعال اقعد لي في مقعدي ده ماشه اشرب موية وجايه,disrespectful,3,indifference,6,direct,1,women,2,other,0
الانسان دا كائن وسخ والله,offensive,2,shock,1,indirect,0,individual,0,other,0
*عاوز تسيب تجارة إنجلش اللى دفعنا فيها دم قلبنا و تروح تكتب افلام للسبكى و تساعد على إنتشار البلطجة و التحرش يا خول؟ @url,offensive,2,anger,2,direct,1,individual,0,other,0
@user لم ارى متبرجة بحياتي لها شارب ولحية فكيف حدث ذلك,normal,5,indifference,6,direct,1,women,2,other,0
@user كسمه ذا الداعشي ودي اطحنه واطحنه واطحنه واطحن اي احد يوافقه الرأي بأي حرف يقوله لانهم خنازير مثله,offensive,2,indifference,6,indirect,0,other,1,origin,1
مسكينه لفت ولفت ولا حصلت شيء تنقد نامجون فيه ولأنه نجاحه ونجاح بانقتان مصيحها قالت اقول عن شكله خنزير,offensive,2,shock,1,indirect,0,individual,0,other,0
@user @user @user اما انت جلوي انت بالزبالة كنتما ومن بول البعير تشرب وتنقع شاربكا يانذل اليهودي يحم… @url,abusive,0,disgust,0,direct,1,individual,0,other,0
@user @user الوسخه امك واختك وناديك يا وسخ يا عاهره ترك اللي راكبك نزله من عليك لحسن هيجيب منك عيال يا ظنطور يا حقير,abusive,0,disgust,0,direct,1,individual,0,other,0
السعودية الدولة الأكثر تطوراً في العالم في مجال أنتاج بول البعير  #غرد_مثل_موقع_القوات,hateful,1,anger,2,indirect,0,other,1,origin,1
@user @user هو ازاي سمير ب دقن وحسناء متبرجه,abusive,0,shock,1,indirect,0,individual,0,gender,2
@user ولد #العظمى شاربي #بول_البعير ومعه بول ولي العهر @user,offensive,2,disgust,0,indirect,0,other,1,origin,1
صحيح ، يوم كان علمنا ينير الأرض ويحسبه الأغبياء سحراً ، الإسلام سمح ببول البعير فقط في التداوي وهذا ما صدقه العلم ا… @url,normal,5,disgust,0,indirect,0,other,1,other,0
@user @user بدون شك بريئين منها. أنا ترى ما قلت سواقة حريم,disrespectful,3,indifference,6,direct,1,women,2,gender,2
لو تفكرون فيها فكرة الكرتون منحرفة، تخيل دكتور طفش و قال بسوي لي ثلاث بنات صغار يعيشون معي @url,offensive,2,indifference,6,direct,1,individual,0,other,0
فلم مراهقه سوريه ممحونه..@url,disrespectful,3,disgust,0,indirect,0,women,2,gender,2
وباخره خنازير,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user @user اما انت جلوي انت بالزبالة كنتما ومن بول البعير تشرب وتنقع شاربكا يانذل اليهودي يحم… @url,hateful,1,anger,2,direct,1,individual,0,other,0
@user @user من خلال ردك اكيد سعودي لا يوجد احقر ولا اسفة ولا وسخ منكم في العالم اجمع,hateful,1,shock,1,direct,1,individual,0,origin,1
#كلب #عمة #خنزير ابي عمه من الغربية تنيكني,disrespectful,3,shock,1,indirect,0,individual,0,other,0
كيف نعلم أطفالنا حماية أنفسهم من التحرش؟ @url,normal,5,indifference,6,indirect,0,other,1,gender,2
هناك محجبة سيئة الخلق! وهناك ملتحٍ فاسد! وتلك متبرجة حسنة الخلق! وأعرف حليقًا أفضل في التعامل م…,normal,5,shock,1,indirect,0,individual,0,origin,1
وجدي غنيم يفتي بقتل خنازير الاعلام المصري النجسين صهاينة العرب كلاب السيسي العرص وعلى رأسهم احمد موسى وتوفيق عكاشة http://t.co/glu5slamhl,abusive,0,shock,1,direct,1,other,1,other,0
جمهور وسخ ونادي ابن وسخه اصلا @url,disrespectful,3,shock,1,indirect,0,other,1,other,0
مره طالعين الاستراحه وغرق بزر عند الحريم طبعاً منظر البنات يصارخون حمسني ونطيت,normal,5,sadness,3,indirect,0,women,2,gender,2
@user @user @user على من تكذب يا بول البعير .. راجع التاريخ اول من وصل المغرب الامازيغي هو ادريس الا… @url,normal,5,disgust,0,direct,1,individual,0,origin,1
هذا حلف الشياطين عليها وعليهم من الله مايستحقون  خنازير الاخوان وعملاء المجوس @url,hateful,1,sadness,3,direct,1,other,1,other,0
@user @user موتو بحقدكم يا شاربي بول البعير,hateful,1,shock,1,direct,1,other,1,origin,1
@user يا بهيم ارجع اقرا بيان الاهلي و انت تعرف ان الاهلي ال رافضكم,hateful,1,indifference,6,direct,1,individual,0,other,0
التحرش مسألة غير مقبولة و لكن هاذ قضية التصفار فكرة غبية لاسباب أولها انه كاين ناس كتشوف بنات يتحرش بهن وساكتين وكي… @url,normal,5,sadness,3,indirect,0,other,1,gender,2
صالح بن عبدالله السليمان: السعودية: هذا ردي على تهم “الوهابية” الرجعية.. بول البعير.. وتدمير العراق… @user,offensive,2,shock,1,indirect,0,other,1,origin,1
@user @user أعداء لبنان عملاء أو بالأحرى خنازير  بشار الكيماوي والصفوي- المجوسي. ما فيكم تعيشو إلا تحت… @url,abusive,0,anger,2,direct,1,other,1,origin,1
@user وانت خنزير ماله إلا الشبك ! سلم العالم من ارهابكم بعد الإغلاق ولن يفتح,abusive,0,indifference,6,indirect,0,individual,0,other,0
@user مملكة بول البعير ..,abusive,0,anger,2,indirect,0,other,1,origin,1
@user لا احس دايما الحريم مفجوعين على الدراسه مو زيكم بس عقبالكم يارب امين,disrespectful,3,shock,1,indirect,0,women,2,gender,2
@user @user انت واحد ابن زنا اشخاص مثلك اكدر اقطع جلدهم كل يوم تفو ابن خنزير مريض نفسي انصحك تروح طبيب,hateful,1,disgust,0,direct,1,individual,0,other,0
مؤمن زكريا ده وسخ لدرجة انه يوم ما جاب جول جابه في فريق استاذة لارا فقيه @url,abusive,0,indifference,6,direct,1,individual,0,other,0
@user @user @user @user @user هسي يا لداذ انتو الزول ده وسخ حيط البت ساي والله… @url,offensive,2,indifference,6,direct,1,individual,0,other,0
@user لا رح تتغير هوايه أمور بعام 3022بذاك الوكت بول البعير آجلكم الله رح يكوم بعد مايرجع ليوره كله ليكدام… @user,disrespectful,3,indifference,6,indirect,0,other,1,origin,1
@user كفو يا أكرم حجر لك متابعينك ياصمصام لايهمك خنازير المجوس من العرب,normal,5,indifference,6,indirect,0,individual,0,other,0
@user ليش من فتح المجال لإيران ان تدخل في سوريا ولبنان واليمن والعراق غيركم انتم يا خنازير البيت الأبيض وتل ابيب المجس,hateful,1,indifference,6,indirect,0,other,1,origin,1
@user لعنة الله عليك يا خنزير .يا ابن المجرم.,hateful,1,shock,1,direct,1,individual,0,other,0
@user @user @user أوصل لفرنسا بس مش اغرق في بول البعير وترامب وايفانكا اغرقهم بفلوسي اغرق وأوصل لفرن… @url,normal,5,disgust,0,indirect,0,other,1,other,0
@user @user @user فيصل جاسم خنزير يعمل مع خنزيره.,hateful,1,indifference,6,direct,1,individual,0,other,0
يعني فهمتها بمصطلحك ايها البعير يبدوا ان شرب… @url,disrespectful,3,indifference,6,direct,1,individual,0,other,0
@user @user @user شوف مادام وانت تشرب بول البعير معناتها ضياع وتحتاج لك وقت حتى تصبح شبه راج… @user,disrespectful,3,shock,1,indirect,0,individual,0,other,0
منحرفة وساقطة @url,disrespectful,3,shock,1,direct,1,individual,0,gender,2
عشان افضل جمبك بايره,disrespectful,3,indifference,6,indirect,0,women,2,other,0
@user @user منشوري السابق كانت الاجابة بس الظاهر انت مكثر من شرب بول البعير وهذا مؤثر على عيونك ما كاعد… @user,offensive,2,indifference,6,direct,1,individual,0,other,0
دايرة  vernis =  ما تصليش كافرة متبرجة .,offensive,2,sadness,3,indirect,0,individual,0,other,0
@user @user هنيئاً لكم بول البعير ؟؟,hateful,1,indifference,6,direct,1,other,1,other,0
ما أعظم موقفك عند الله يا متبرجة يا من خلعت النقاب وتبرجت وفتنت المسلمين,offensive,2,sadness,3,direct,1,women,2,gender,2
@user @user @user عجبي كل من يدافع عن ترابه عن وطنه ذباب اكتروني يا خنزير المال يا عبدالصهي… @url,abusive,0,indifference,6,indirect,0,other,1,other,0
@user لايهمك خرابيط الي تشرب دافي وينظف،، سوي تنظيف بالعكس ممتاز لصحة ارحامك .. عندنا خرافات الحريم مابعد بطلوها,disrespectful,3,confusion,5,direct,1,women,2,gender,2
@user @user @user @user @user @user ماابلك خنازير,disrespectful,3,indifference,6,indirect,0,individual,0,origin,1
@user يا خنزير انت خائن ومدفوع لك كم دولار وجالس تنابح,offensive,2,disgust,0,direct,1,other,1,other,0
@user @user @user بول البعير الله ذكر في قولنا لكريم افلا ينظرون الاا الأيل كيف خلقت والإبل بمعن… @url,normal,5,indifference,6,direct,1,other,1,other,0
صراحة نفسي اشوف ولاد الوسخة اللي قالوا مدرب اجنبي منك لله ربنا ياخدك ي… @url,offensive,2,disgust,0,indirect,0,other,1,other,0
@user @user تتصور انك فعلا انسان وسخ .. مصر تظل تاج راسكم ياكلاب,offensive,2,shock,1,direct,1,individual,0,origin,1
وحوش و أسود مصر يرسلون 19 خنزير داعشي لجهنم.,hateful,1,indifference,6,direct,1,other,1,other,0
انا تعبان من الناس الجاهلة من الحريم ومن النساوين,abusive,0,disgust,0,indirect,0,women,2,other,0
@user لا انا ما قلت دخول الحريم جهل، بس مو تقلب كلو حريم هنا النقطه، خلي اللي يبغا رجال رجال ولللي يبغا حري… @url,fearful,4,confusion,5,indirect,0,women,2,gender,2
وقد أنكر الأمر وأشار إلى الظلم الواقع على الرجال بسبب دعاوى التحرش الكيدية، وتصديق الناس لها وتأتي سمعة المدعى عليه… @url,normal,5,indifference,6,indirect,0,women,2,gender,2
مبتردش السلام على متبرجه علشان حرام.,normal,5,indifference,6,direct,1,women,2,other,0
سوري ابن حرام هلالي وسخ,hateful,1,shock,1,direct,1,other,1,origin,1
@user وشبيحته اكثر من هاري كين !! خنازير,offensive,2,disgust,0,indirect,0,individual,0,other,0
هو البدوي شارب بول البعير ليه بيوافق نسوانه تشوف اجسام و فخاد و حمامة رجال مفتولي العضلات و مش موافق الستات الرجال… @user,normal,5,disgust,0,indirect,0,other,1,origin,1
@user @user خنزير من خنازير الصحوه الارهابيين,hateful,1,indifference,6,direct,1,individual,0,other,0
@user يا خنازير نفس التغريدة اللأحقة @url,abusive,0,shock,1,direct,1,other,1,other,0
هيتشول وليتوك خنازير,offensive,2,disgust,0,direct,1,individual,0,other,0
هناك محجبة سيئة الخلق! وهناك ملتحٍ فاسد! وتلك متبرجة حسنة الخلق! وأعرف حليقًا أفضل في ال… @url,normal,5,indifference,6,indirect,0,women,2,other,0
@user @user أجل تؤمن بشرب بول البعير !؟,normal,5,shock,1,indirect,0,individual,0,other,0
أن إستثمارات خنازير إيران  ورجالها,abusive,0,fear,4,direct,1,other,1,origin,1
@user @user خنازير الخليج,hateful,1,shock,1,direct,1,other,1,origin,1
قصتي مع التحرش الجنسي ؛,normal,5,disgust,0,direct,1,women,2,gender,2
من ايام ما جد تركي كان مدمن بول البعير ويقف مع عبد… @user,offensive,2,indifference,6,direct,1,other,1,origin,1
@user ههههههه قناة بي بي سي عربي الناطق الرسمي بإسم خنازير حزب اللات الارهابي,hateful,1,indifference,6,indirect,0,other,1,religion,3
@user مادام مصمم على شرب بول البعير فاشربها هنيئا مريئا ولكن اعلم انك صرت امعه ولا تميز بين الخطأ والصح و… @url,offensive,2,indifference,6,indirect,0,other,1,origin,1
وجيههم مغسوله بمرق خنازير وعادي عندهم,hateful,1,indifference,6,direct,1,other,1,origin,1
@user لا نشرب بول البعير ومن علمك الدين مغفل واحمق مثلك الدين منزه عن كل ما قلت,normal,5,anger,2,direct,1,other,1,religion,3
نساء متبرجه شباب بكامل الاناقه,normal,5,indifference,6,indirect,0,women,2,other,0
@user @user ارسنال قدم اجمل مباراه هذا الموسم امام ليفربول بتشكيله لايوجد فيها اي خنزير انجليزي,offensive,2,shock,1,indirect,0,other,1,other,0
في 2012 خلال مباراة الفريقين قامت جماهير ريفر بليت بإطلاق خنزير طائر يرتدي قميص البوكا فوق جماهير بوكا جونيورز @url,normal,5,disgust,0,indirect,0,other,1,other,0
@user لا والله ليس مسكين اقرأي اخبار نساء العالمين حتى تعرفين ان هذا المهر اللذي يقدمه لا يسوى الا وسخ اظفارها… @url,normal,5,indifference,6,indirect,0,individual,0,other,0
@user هذا الكلب راضع من خنزير   هو مهندس السقوط النصراوي في الدوري,offensive,2,anger,2,indirect,0,individual,0,other,0
يظل التحرش تحرشا.... حتى يأتي من الرجل المناسب فيسمى غزل @url,offensive,2,indifference,6,indirect,0,women,2,other,0
يا شعب اليمن العظيم انظروا للامام ...انظروا للامن والامان واجعلوهم هدف وهذا لايكون وباقي على وجه الارض حوثي نجس تحت… @url,offensive,2,indifference,6,indirect,0,other,1,origin,1
افضل جمهور بيرو هما فعلا يستحقوها دى الحريم كانت ملهاش حل وكله ملط ف ملط ودى اهم حاجه حصلت ف المونديال,normal,5,disgust,0,indirect,0,other,1,other,0
@user مادام واخذها بايره يتحمّل مايجيه,offensive,2,indifference,6,direct,1,women,2,gender,2
التاسعه يااهلي#افريقيا_يا_اهلي,normal,5,indifference,6,indirect,0,other,1,other,0
عاهرة # متسيبة # خامجة # مسترجلة # موسطاشة # عورة # ناق… @url,offensive,2,disgust,0,indirect,0,women,2,other,0
قاعدين ناخذ قصيده عن قد ايش الحريم تافهات عشان واحد كتب قصيده بقصه صارت زمان صدق ان في واحد كان يكره حرمه وجلس يخطط… @url,disrespectful,3,indifference,6,direct,1,women,2,gender,2
@user @user كأنهم خنازير و العياذ بالله,disrespectful,3,shock,1,indirect,0,other,1,other,0
مسكينه لفت ولفت ولا حصلت شيء تنقد نامجون فيه ولأنه نجاحه ونجاح بانقتان مصيحها قالت اقول عن شكله خنزير,normal,5,shock,1,indirect,0,individual,0,other,0
لم تكوني بتتونسي مع صحباتك وهم متزوجات وانتي بايره  @url,abusive,0,shock,1,direct,1,women,2,other,0
@user لا احس دايما الحريم مفجوعين على الدراسه مو زيكم بس عقبالكم يارب امين,offensive,2,disgust,0,indirect,0,women,2,gender,2
@user وشبيحته اكثر من هاري كين !! خنازير,offensive,2,confusion,5,indirect,0,individual,0,other,0
