tweet,sentiment,sentiment_score,annotator,annotator_score,directness,directness_score,group,group_score,target,target_score
@user @user انا اوافقك بخصوص السوريين و العراقيين اما بخصوص السعودي مو بحاجه انه يقعد بالكويت بدو… @url,normal,5,indifference,6,direct,1,other,1,origin,1
@user @user @user @user اهو رجع تاني شارب بول البعير,hateful,1,shock,1,indirect,0,individual,0,other,0
ولا المراجل ماتجي بطعن الحريم !,normal,5,disgust,0,direct,1,women,2,gender,2
التاسعة إن شاء الله  #افريقيا_يا_اهلي,normal,5,indifference,6,direct,1,other,1,other,0
#تركي_ال_الشيخ خد غنمك وابلك وانسحب يا بول البعير - مصر كبيرة عليك يا اعرابي @url,offensive,2,shock,1,direct,1,individual,0,origin,1
#عباس_يمثل_نفسه محرف سورة الفيل الاخوانجي الفاسد احمد بحر هو من يمثل خنازير حماس @url,abusive,0,shock,1,direct,1,individual,0,other,0
خنازير وقرده وش تتوقع منهم @url,disrespectful,3,shock,1,indirect,0,other,1,other,0
قربت نهايتك ي خنزير مران @url,hateful,1,shock,1,direct,1,individual,0,other,0
قومي سوري داعس راسك,hateful,1,shock,1,direct,1,individual,0,origin,1
لو نشوفها بمنظور ثاني فعقلك وسخ و يشوف كل شي وصخ @url,offensive,2,anger,2,indirect,0,individual,0,other,0
الحريم اذا شافو واحد متزوج اربع #يعجبك_السهر_اكثر_او_النوم @url,normal,5,indifference,6,indirect,0,women,2,gender,2
@user @user @user @user @user @user احنا لانشرب بول البعير ولا نقت… @user,normal,5,disgust,0,indirect,0,other,1,origin,1
@user @user والله ماحد خنازير غيركم حتى الكلاب افضل منكم وضلوا تمسحو يقذارتكم المجوسية الا لعنة الله عليكم ملة نجسة,hateful,1,disgust,0,indirect,0,other,1,religion,3
تحصل الصحافي تامر كركوت من سورية  على ثاني جائزة من فئة الاعلام الالكتروني باللغة العر… @url,normal,5,indifference,6,indirect,0,individual,0,other,0
ارفض ان العب دور الابلة في عالم لا مكان فيه للاغبياء، ارفض ان اشاهد الشعوب تغزو المجرات ونحن نسأل عن بول البعير ورض… @user,normal,5,shock,1,indirect,0,other,1,other,0
نفسي اعرف كيف فكروا ووصلوا لهالنتيجة رفض التحرش = دعوة للرذيلة !!!,normal,5,disgust,0,direct,1,women,2,gender,2
@user @user @user خنزير,abusive,0,confusion,5,indirect,0,other,1,other,0
لاسف البنات بقوا بستغلوا الفهم التخلف دا لحاجات دينيه قطعيه ما فيها نقاش . ولو جينا لموضوع التحرش دا كوني. أكون محج… @url,hateful,1,sadness,3,direct,1,women,2,gender,2
@user يقال عندنا في تعز للسلعة التى لم تجد اقبال عليها من المشترين بأنها بايرة وكذلك للمرأة التي لا تجد من يأتي لخطبتها بايرة,disrespectful,3,sadness,3,indirect,0,women,2,gender,2
بص ياحياتها من امبارح وبنقول الصوره مفبركه والاستدلال فاسد ومافيش فايده فى عقل الخنزير اللى انت حاطه وعاوز تقارن ها… @url,normal,5,shock,1,direct,1,individual,0,other,0
@user @user @user @user انت ماعرفت  تضب زبالتك يابو عقل والا فيه احد يعيش بين وسخ غير عقول ناق… @url,disrespectful,3,disgust,0,direct,1,individual,0,origin,1
يوسف سيف بيقول مااجمل الكورة الاطفال مبسوطين النساء مبسوطين حتى الافارقة مبسوطين كل الناس مبسوطين..كلهم مبسوطين فعل… @url,offensive,2,indifference,6,direct,1,individual,0,other,0
وفي ختام الندوة قدم الحقوقي والمدير التنفيذي لمركز توثيق الانتهاكات في سورية يوسف وهبة ورقة تحدث فيها عن الحالة الق… @url,normal,5,indifference,6,direct,1,other,1,origin,1
@user منصات الكذب والحقد من خنازير الجزيرة فقط. العالم تجاوز مشكلة خاشقجي ( السعودية البحتة ) الى مواضيع أهم (… @url,hateful,1,disgust,0,indirect,0,other,1,other,0
@user @user صحيح... هم اعتادوا على حليب الحمير. انتم بول البعير...,hateful,1,shock,1,direct,1,other,1,origin,1
بيان الأزهر بشأن التحرش الجنسي يظهر الصراع بين التيار الإصلاحي  والقائمين على الأزهر، #البوصلة_مع_إسلام_بحيري… @url,normal,5,disgust,0,indirect,0,other,1,other,0
@user وإلى جانب إدارة الدخل بلادي إعطاء المال الغداء. نفس هذا العمل الجبان منحرفة غبي نادي... المتأنق أنا فق… @url,hateful,1,indifference,6,indirect,0,other,1,other,0
معا لحماية أطفالنا من التحرش الجنسي @url,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user هدي اعصابك واشرب من بول البعير العراقي,disrespectful,3,disgust,0,direct,1,individual,0,origin,1
ذنب الكلب اعوج اجلكم الله.... الفرس لهم رب والعياذ ب الله...خنازير الفرس بيننا ك عرب @url,disrespectful,3,disgust,0,direct,1,other,1,origin,1
جد جد كان نفسي اشاركم في موضوع التحرش و اللبس و الختان ، بس لسه نسبه الوعي بسيطه في المجتمع ، نحن مفروض نتناقش في م… @url,normal,5,indifference,6,indirect,0,other,1,other,0
ووووو الترشي ربحت ....اش باش يسكت بايرة و تخطبت,offensive,2,indifference,6,indirect,0,women,2,other,0
اوه صح بنت اليمنية الذي يتم التحرش بها واغتصابها وقتلها بجرائم الشرف وتعتبر عار وليس لها قيمة وتتزوج وهي طفلة,hateful,1,shock,1,indirect,0,women,2,gender,2
إلا هجيناً مُشوّهاً من خنازير وقرود..,hateful,1,anger,2,indirect,0,other,1,other,0
انا ما اقول مجانين لما اشوف هندوس في نهر الغانج، او بوذيين يمارسون اليوغا في معبد او يهود عند حائ… @url,disrespectful,3,confusion,5,direct,1,other,1,other,0
هي فين الحريم اللي بتقلع جوزها الجزمة وتقوله,normal,5,sadness,3,direct,1,women,2,gender,2
@user @user هيه ممنوع ويتعاقب على تحرشو بصح كيفاه راح يتوب ويحبس التحرش ونتي تزيدي تصعبيلو في المهمة ؟,abusive,0,sadness,3,direct,1,individual,0,other,0
@user مع كشف الحقائق في المستقبل القريب بنشوف عيوز النار اللي ادافعون عنها / لا بارك الله في خنازير الوجبه وهي فوقهم / عيش بوفارس,offensive,2,indifference,6,indirect,0,other,1,other,0
انو زهقنا ، ما عندن غير السعوديين و  بول البعير ،خلص اخترعوا شي تاني.عأساس عم تشربوا بالضاحية مي مقدسة مثلاً؟؟,normal,5,indifference,6,direct,1,other,1,origin,1
القولون ده وسخ اوي ...,normal,5,indifference,6,indirect,0,other,1,other,0
#مقاطعة_نستله وين التعاوسه عن هالوسم ولا ما تحرك مشاعركم و تثار اعصابكم الا بنت متبرجه بعبايه بيضاء,normal,5,shock,1,indirect,0,other,1,other,0
ده انت عيل وسخ,offensive,2,shock,1,direct,1,individual,0,other,0
@user لعنة الله على ام امك يا بن العاهرة خلي دعمك لترامب المغرب راح ينظم الكان بيك ولا بلى بيك يخخخ تفوووو على وسخ,hateful,1,anger,2,indirect,0,other,1,origin,1
@user @user @user اما انت جلوي انت بالزبالة كنتما ومن بول البعير تشرب وتنقع شاربكا يانذل اليهودي يحم… @url,hateful,1,disgust,0,direct,1,individual,0,other,0
ما أعظم موقفك عند الله يا متبرجة يا من خلعت النقاب وتبرجت وفتنت المسلمين,normal,5,indifference,6,direct,1,women,2,gender,2
انا ما اقول مجانين لما اشوف هندوس في نهر الغانج، او بوذيين يمارسون اليوغا في معبد او يهود عند حائ… @url,normal,5,confusion,5,direct,1,other,1,other,0
هههههههههههههه بنت الشاطر جاية تتشطر علينا وتاخذ الآيات الكريمة لأنفسهم هولاء هم خنازير البنا حلال عليهم كل شيء وحر… @url,disrespectful,3,indifference,6,direct,1,individual,0,other,0
سوسة: الاحتفاظ بحارس مركب طفولة بتهمة التحرش بطفلة الـ6 سنوات @url,normal,5,sadness,3,indirect,0,other,1,gender,2
@user من الافضل البكاء على الحسين  او السعودي الذي يشرب بول البعير,disrespectful,3,indifference,6,indirect,0,other,1,origin,1
@user @user حسبي الله عليكم يا خنازير اسرائيل,hateful,1,indifference,6,direct,1,other,1,other,0
@user @user جويل مهتم بشغلات الحريم .. @url,abusive,0,shock,1,direct,1,women,2,gender,2
من علامات التخلف أن يبقى موضوع التحرش ما بين مُبررٍ ومُعارض، شيء لا يحتاج لنقاش يتحول لقضية رأي عام!,fearful,4,sadness,3,direct,1,other,1,other,0
@user @user انا شو قلت ما ارضى عَل خنزير يعني ربعي مب خنازير و ف نفس الوقت مب بشر,hateful,1,shock,1,direct,1,other,1,other,0
@user @user بس مو كلّهم،وحتى احنا عندنا ناس لسانهم وسخ محنا ملائكه,normal,5,indifference,6,indirect,0,other,1,other,0
لكن التحرش سببه الجنسين… @url,offensive,2,indifference,6,indirect,0,other,1,other,0
@user لقد قتلوه بخسه وغباء وحقاره ووضاعه وبالتأكيد تألم انه قتل علي ايدي اقذر اهل الارض وبأمر من خنزير,normal,5,shock,1,direct,1,other,1,other,0
عُلا رشدي اخدت جايزة زا بيست في الحريم.,disrespectful,3,disgust,0,indirect,0,individual,0,other,0
ديوث يتفرج على الخال وهو يشق زوجته..@url,abusive,0,shock,1,indirect,0,other,1,other,0
@user @user @user @user اسلوب قطري وسخ مامتربي,hateful,1,shock,1,direct,1,other,1,origin,1
@user @user لا لا انت دتحجي بلغة البعران والبشر لا يفهمون البعير و بول البعير,abusive,0,indifference,6,direct,1,individual,0,gender,2
@user @user حر وشهم وشريف واصيل رغما عن انوفكم يا خنازير الخنزيره انتم ومن يمولكم الخائن الحاقد الحا… @url,hateful,1,disgust,0,direct,1,other,1,origin,1
متقلين السكرة بشرب بول البعير @user,abusive,0,indifference,6,indirect,0,other,1,origin,1
بيت وسخ بصحيح.   @url,offensive,2,indifference,6,indirect,0,other,1,other,0
@user هاذي كورة جلد خنزير فيها ظلم لاكن ماتاصل للدعاء,offensive,2,indifference,6,indirect,0,other,1,other,0
لازم نقول لكل صاحب بيبيع صاحبه عشان الحريم..,disrespectful,3,indifference,6,direct,1,women,2,other,0
هل عاقل ومسؤول  ومسلم سني والا شيعي والا يهودي بنصير هندوس خل يحرقونا ولانبي منه من الفظاله #صالح_الفضاله,normal,5,indifference,6,indirect,0,other,1,other,0
@user هل تعلم ان والد مذيعه #الجزيره المرتزقه غاده عويس  هو احد خنازير جيش لبنان الجنوبي الخادم لليهود فلا ع… @url,offensive,2,shock,1,direct,1,individual,0,religion,3
@user @user @user انت عبد خنزير حاقد ياحفيد الفرنسيين يامطبل خليك في الجزائر وشوف الخزي والعار الي… @url,hateful,1,disgust,0,direct,1,individual,0,other,0
ضغط الغرب على بني سعود ( دويلات بول البعير،إرضاع الكبير)فتنازلوا لنساء البرجوازية قيادة السيارات..تمخض الجبل فوضع فارا ..,normal,5,indifference,6,indirect,0,women,2,other,0
طرق حماية ووقاية الأطفال من الإيذاء الجنسي #بطاقات_فلاح_العنزي #طفوله_واعيه #التحرش_بالاطفال @url,normal,5,sadness,3,direct,1,other,1,other,0
شنو جو اللي تحط صوره موصورتها وتكتب ماأحلل اللي ياخذها ياناس الموضوع تطور  الحريم انهبلن,abusive,0,anger,2,direct,1,women,2,other,0
#تركي_ال_الشيخ خد غنمك وابلك وانسحب يا بول البعير - مصر كبيرة عليك يا اعرابي @user,offensive,2,disgust,0,direct,1,individual,0,origin,1
وطلاما الجوع كافر يبقي التحرش ملحد انتو بتقولوا اي ي جماعه @url,offensive,2,indifference,6,direct,1,other,1,other,0
@user مصدقين لك ي خنزير شكرا لك @url,hateful,1,disgust,0,indirect,0,individual,0,other,0
مش معنى أنك شخص راضى بوضع وسخ ومبتحاولش تغيره أن المفروض كلنا نبقى زيك، مش من حقك تقول لحد عايز يحسن من نفسه ومن حي… @url,normal,5,confusion,5,indirect,0,individual,0,other,0
@user مصدقين لك ي خنزير شكرا لك @url,hateful,1,anger,2,indirect,0,individual,0,other,0
@user مصدقين لك ي خنزير شكرا لك @url,hateful,1,confusion,5,indirect,0,individual,0,other,0
@user ممكن تبقي بايرة و نعمل جروب عوانس سواا؟؟,normal,5,shock,1,indirect,0,women,2,gender,2
@user هاد الدبابة يا غاد هي شخص مكبوت ومعتوه متستر باسم انتى وكما تعلمين ان شاربي بول البعير معروفون بمشيتهم… @url,offensive,2,sadness,3,indirect,0,individual,0,origin,1
امال مضايقين من التحرش ليه بقا ؟! @url,normal,5,sadness,3,indirect,0,women,2,gender,2
@user @user انت خليك تشرب بول البعير احسنلك,hateful,1,indifference,6,direct,1,individual,0,other,0
@user يلعن المنشن اللي خليتك فيه ، انت تاكل خنزير زي اللي ياكلونه اخوياك ببلاد الكفر لندن,offensive,2,disgust,0,direct,1,individual,0,other,0
@user ١٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ مليون داهيه تتحرق بجاز وسخ في جهنم يا بعيد,hateful,1,shock,1,indirect,0,individual,0,other,0
وينها اربعينيه ثلاثينية او متزوجه بدويه  محرومه ندردش سوالف منحرفة ثلاثينيه,disrespectful,3,indifference,6,indirect,0,women,2,other,0
في حكم العمايم السود لاجبرهم  @url,normal,5,indifference,6,indirect,0,other,1,other,0
قالت: أنا بجري وراه أه...بس هو وسخ.,offensive,2,indifference,6,direct,1,individual,0,other,0
@user @user @user لما تعرف تكتبها عن اَي تطور تتكلم انت تدفعون الجزية والشعب يشرب بول البعير ال سلول… @url,disrespectful,3,indifference,6,direct,1,other,1,other,0
@user هذا شيخك الي يفتي وزوجته متبرجه بجنبه ههههههههه وريسك بالروج والمكياج . بجد وافق شن طبقه,normal,5,indifference,6,indirect,0,individual,0,origin,1
لقطات منحرفة ومضحكة | الخطايا السبع المميته |مليوداس: @url عبر,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user ثانيا الفرس لم يحتلوا لا سوريا ولا لبنان وانصحك ان تبطل شرب بول البعير حتى ما يصير عندك خلط… @url,normal,5,indifference,6,indirect,0,individual,0,origin,1
قانون التحرش الجنسي يصطاد أول ضحية له من الحسيمة @url,normal,5,indifference,6,direct,1,women,2,gender,2
@user @user حرام عليكي يا دكتور معندكيش خنازير صغيرة,offensive,2,disgust,0,indirect,0,other,1,other,0
@user ما انصحك العن ناس في التدريس الحريم,offensive,2,anger,2,indirect,0,women,2,gender,2
@user نملة عنده شرف أكثر من ال سلول خنازير لعنه الله عليهم وعليك,normal,5,shock,1,direct,1,other,1,origin,1
صباح الورد و تباً لمجموعة الثمانين  خنزير @url,hateful,1,shock,1,indirect,0,other,1,origin,1
@user @user تتصور انك فعلا انسان وسخ .. مصر تظل تاج راسكم ياكلاب,offensive,2,anger,2,direct,1,individual,0,origin,1
ترى ما رأي الملحدين و العلمانيين العرب عندما يصبح شراب بول البعير دواء يباع في صيدليات دول الغرب المتحضر !!,abusive,0,indifference,6,direct,1,other,1,other,0
@user واخرتها بول البعير,offensive,2,indifference,6,indirect,0,other,1,origin,1
@user @user روحي اشربي كأس من بول البعير حتى تصحي وبعدين تكلمي بالجهل والغباء ياعديمي الانسانية,offensive,2,disgust,0,direct,1,individual,0,origin,1
@user يالله لهذه الدرجه وصل الانحطاط الاعلامي ياقناة الخنزيره في مثل يقول,offensive,2,indifference,6,indirect,0,other,1,other,0
الله. الله. الله. الله ع التاريخ لا يرحم. شوفو اجدادكم ايها الخوانه ..يا بني صهيون يا وهابية  يا خنازير الجزيرة الع… @url,hateful,1,anger,2,indirect,0,other,1,origin,1
جواب على متدخل من الحسيمة...فقد صوابه و بدأ يتكلم عن بول البعير..و  عن رحيل احباب العربية..لا اعرف اين؟ هل الى اورو… @url,disrespectful,3,indifference,6,indirect,0,individual,0,origin,1
وحده بالواتساب حاطه يم نكها فيس خنزير وانتو الكرامه,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user @user بول البعير الي تهرج عنه اطهر منك يانجس,offensive,2,indifference,6,direct,1,individual,0,other,0
#لولا_الحسين لكنا نشرب بول البعير ونتبرك به حتى يشفينا,normal,5,indifference,6,direct,1,individual,0,other,0
مش عارف ليه لما بتصفح تويتر بحس ان البنات عليه من كوكب زبالة مش زى اللى بيمشوا فى الشوارع خايفين من التحرش ...دول بيتحرشو بنفسهم هنا,hateful,1,indifference,6,indirect,0,women,2,gender,2
الناس بقوا يطرحوا مواضيع بنت وسخة و حلول اوسخ و تبريرات اوسخ و اوسخ و كل ما تيجي تكلم حد في حاجة يقولك ايه اللي دخل… @url,offensive,2,shock,1,indirect,0,other,1,other,0
@user @user @user وترجع على بول البعير ولك انت بول الكلب اشرف منك...خلك في بول وقاذورات معمم… @user,hateful,1,disgust,0,direct,1,individual,0,other,0
ما الفائدة من صورة فتآة متبرجة كاشفة الوجه  عارية الساقين او  الذراعين تضعينها صورة صفحتك الشخصية,normal,5,shock,1,direct,1,women,2,origin,1
كل الخيانات والغدر يقف وراها خنازير قطر سوا حكام او اعلامينن دوله اصبحت عاله على المجتمع  #تصويت_فهد_ال_ثاني_علي_الحمدين,hateful,1,shock,1,direct,1,other,1,origin,1
@user @user متبرجة وتتكلم مع الرجال,abusive,0,disgust,0,direct,1,women,2,gender,2
@user هذ اوسخ من الكلب هذا خنزير,hateful,1,sadness,3,indirect,0,individual,0,other,0
@user @user متى قالها يا خنزير,disrespectful,3,indifference,6,direct,1,individual,0,origin,1
@user @user @user @user @user موكتلك بول البعير مأثر عليك ايران بحدودك روحوا حاربوها ان كنتم رجال,normal,5,shock,1,direct,1,other,1,other,0
@user هول صوفية مش هندوس في منهم بلبنان والعراق وغيرها من الاماكن، مرة الجديد عملت معهن مقابلة، على كل حال تباً لماهر وأضرابه,offensive,2,indifference,6,indirect,0,individual,0,other,0
واصل (ما لك دخل) قد يصل بالواحد لإنكار بدهيات ومسلمات عند العقلاء جميعا ككون اللبس معطى مؤثر في معادلة التحرش، وككو… @url,offensive,2,indifference,6,indirect,0,other,1,other,0
ليمن تكون توك فال و تعلن عودتك حق التحرش بجميع الكائنات الحيه بتويتر و خارج تويتر @url,offensive,2,indifference,6,direct,1,women,2,other,0
ملخص مباراة الوداد الرياضى ووفاق سطيف مباراة رائعة دورى ابطال افريقيا:,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user @user اكل تبن داعشي ارهابي وسخ,abusive,0,disgust,0,indirect,0,individual,0,other,0
@user @user بل انتم الصفويين  من تدمرون الحضارات  والشواهد قائمة في العراق وسوريا واليمن اينما توجد ايرا… @url,hateful,1,anger,2,direct,1,other,1,origin,1
@user @user ابن سلمان ابن ملك  بن ملك معروف من جد من لاب ومن الام رجال قهر خنازير المجوس وذنابها.… @user,fearful,4,sadness,3,direct,1,individual,0,other,0
@user @user نصيحة لك يا #محمد_العرب عندما تشرب بول البعير اخلطه مع بول اليمني من أجل تركز في التغريدات وما تلخفج,hateful,1,sadness,3,direct,1,individual,0,other,0
ديوث كويتي جايب فحل لزوجته..@url,abusive,0,shock,1,indirect,0,other,1,other,0
الحريم يخدعونكم والرجال يخدعونكم,normal,5,indifference,6,indirect,0,other,1,other,0
ادعت امام مخفر حارة صيدا المدعوة ن. ا. فلسطينية، ان جارها ف. ش. لبناني أقدم على التحرش بابنها القاصر م. موالي… @url,normal,5,shock,1,indirect,0,other,1,other,0
@user @user @user بنات بلادي حابين يرفعوا النسبة لل 15 مليون بايرة ياي لازم يتزوج 23 ويعاود في 30 كشما ينقص ضغط,normal,5,indifference,6,indirect,0,women,2,other,0
@user @user اما! صار خنزير بعد ماضحكوا عليه,offensive,2,disgust,0,indirect,0,individual,0,origin,1
@user @user حمار معبى بدشداشة شارب بول البعير لا عتب عليك هيك بيعرفوك عرب الشمال,offensive,2,disgust,0,direct,1,individual,0,origin,1
بايره = كثيرة الكذب,offensive,2,confusion,5,direct,1,women,2,other,0
ياليل جوائز الحريم,normal,5,disgust,0,indirect,0,women,2,gender,2
- خنازير هالغرب,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user @user هذي متبرجه باليوم الوطني وغيره مودل الغفله,hateful,1,shock,1,direct,1,women,2,gender,2
اتدرى يا بول البعير,offensive,2,indifference,6,indirect,0,individual,0,origin,1
الرجّال لا يدخل ع قاعة الحريم ولا يتصور قدامهم.,normal,5,indifference,6,indirect,0,women,2,gender,2
@user مو كل وحده طلعت متبرجه قلتم سعوديه اغلبهم مجنسين اصولهم ليست سعوديه,normal,5,sadness,3,indirect,0,women,2,origin,1
الى الدكتور ابو جهل اتعظ يا احمق من مدرسة كربلاء وحسينها الشريف لا تعمم حماقتك يا شارب بول البعير,normal,5,shock,1,direct,1,individual,0,other,0
وبخصوص كلمتك دول خنازير مايمشو الا با… @url,abusive,0,disgust,0,indirect,0,other,1,other,0
@user @user بول البعير,offensive,2,disgust,0,indirect,0,other,1,origin,1
@user ههههههههههه طول عمركم خنازير وعبيد لايران,offensive,2,indifference,6,direct,1,other,1,other,0
حد هنا اتكلم قبل كدة عن عدم جدوى شكوانا ع النت من التحرش وانه مابيوصلش لطبقات كتير.. اللي اتكلموا واتحمقوا كانوا شب… @url,normal,5,sadness,3,indirect,0,other,1,other,0
@user @user سد بوزك انت..وروح اشرب بول البعير انت والملك تبعك...واذا ما شبعتوا من بول البعير..منستض… @url,offensive,2,shock,1,direct,1,individual,0,origin,1
@user @user عشان شارب بول البعير يحترم نفسه,abusive,0,indifference,6,direct,1,individual,0,origin,1
@user @user الحمار له عقل أما الروافض فلا عقل لهم إمعات يتبعون كل ناعق وكل دجال وكل مهذري فتجدهم يضلوا خلق كثير وهم أضل خنازير,hateful,1,disgust,0,indirect,0,other,1,religion,3
@user كلامك رائع وسليم لكن لماذا لاتتكلم عن عنصرية الفلسطينيين الذين يعايرون ابناء الحرمين في بول البعير و… @user,normal,5,sadness,3,indirect,0,other,1,origin,1
بعد مباراه الاتفاق التوقف 56 يوم يعني يمدي نطرد ابو شعر وصح ونجيب واحد جهه متسفط عصبي لا يصلي ولا يصوم اذا ما اكل لحم خنزير تصكه النفسيه,hateful,1,shock,1,indirect,0,other,1,other,0
@user @user بلد الانحلال الأخلاقي وفقدان الشعور بالكرامة هؤلاء هم علوج مملكة بول البعير,disrespectful,3,anger,2,direct,1,other,1,origin,1
@user @user @user الانجاز الوحيد له القواده والانحلال بخصوص الحريم اما الرجال خلاكم مثل البعارين شغل… @url,disrespectful,3,disgust,0,direct,1,other,1,other,0
@user والله العظيم ان بول البعير اشرف وأنظف من هذا الكائن النكره,hateful,1,shock,1,direct,1,individual,0,other,0
والوسسخ وسخ ولو غسلتو بموية زمزم…,normal,5,indifference,6,indirect,0,individual,0,other,0
@user @user @user يلا يا وسخ ياشارب بول البعير,abusive,0,indifference,6,direct,1,individual,0,other,0
@user يالشاعر الخنزير والشيخ خنزير,hateful,1,disgust,0,direct,1,individual,0,origin,1
إرشاد جماعي(التحرش الجنسي) @url,normal,5,indifference,6,indirect,0,other,1,gender,2
وده اتهام من خنازير للشيعه للنبى عليه الصلاة والسلام بأ… @url,offensive,2,indifference,6,indirect,0,other,1,religion,3
استحقبت الحريم بالسناب مع الأسف شي قذر ومقزز #صفحه_السناب_قذره,disrespectful,3,shock,1,indirect,0,women,2,gender,2
لازم تبقي وسخ عشان تعجب تقريبا الايام دي,offensive,2,indifference,6,indirect,0,individual,0,other,0
من أول انطباع تعرف أنه ازق من مر على النادي بعد خنزير اليونايتد @url,offensive,2,disgust,0,indirect,0,individual,0,other,0
@user @user انت احد افضل اللاعيبين الافارقة والعرف المحترفين و ان شاء الله في خلال سنتين حتكون في نادي كبير,normal,5,indifference,6,direct,1,african_descent,3,other,0
في بلادي امرأة غير متزوجة تسمى بايرة,normal,5,indifference,6,indirect,0,women,2,other,0
@user @user @user أوقفوا الحرب يا خنازير أقفوا إجرام آل سعود يلعنكم ويلعن المساعدات التي تقدموها,hateful,1,indifference,6,direct,1,other,1,other,0
لعل هذا الامر يظهر حالة المجتمع الذكوري اللي دابحينا فيها كل ما دق الكوز بالجرة.. اما ظاهرة التحرش او الاغتصاب بأي… @url,fearful,4,disgust,0,direct,1,women,2,gender,2
@user @user @user @user بول البعير . البعير كان يركب عليه أجدادك ويتنقلون عليه لايكون كانه… @user,normal,5,sadness,3,indirect,0,other,1,other,0
@user كل تراب يا خنزير لعنك الله يا كلب ونكل الله بك..,hateful,1,shock,1,direct,1,individual,0,other,0
انا اشوف اننا نجمع كل الارميز ونحطهم في جوره ونكب عليهم كاز وسخ ونولع فيهم ونخلص العالم منهم,hateful,1,shock,1,indirect,0,other,1,other,0
فنحن نطالب كل متبرجة أو سفور تتعرض للإغتصاب أو التحرش أن تتحجب لأ… @url,disrespectful,3,confusion,5,indirect,0,women,2,gender,2
يوجد أربع عراقيين بالصحراءواحد يقص قصةشاب مريض أتاةفداواةب #بول_البعير شعر الأثنان بجان…,abusive,0,indifference,6,indirect,0,other,1,other,0
@user @user @user كلكن هبلان ؟ خففو شرب بول البعير,abusive,0,disgust,0,direct,1,other,1,origin,1
يلا يا كلاب يا خنازير رتويت اخختتففو ع وجيه ا…,disrespectful,3,indifference,6,direct,1,other,1,other,0
@user @user @user @user @user انت وش تحشر انفك فيما لا يعنيك ولا يخصك ترى أن حشرت انفك ندعسها بالجزمه يا خنزير,offensive,2,shock,1,direct,1,individual,0,origin,1
@user مش مذكره من كثر ماني بايره,offensive,2,confusion,5,indirect,0,women,2,gender,2
@user @user @user @user شرب بول البعير في لبنان @url,disrespectful,3,disgust,0,direct,1,individual,0,origin,1
يظل التحرش في نظر الانثي تحرشا,normal,5,indifference,6,direct,1,women,2,gender,2
@user @user التحرش وغيره تصرفات فردية مالها علاقه بالانفتاح.. الدول المتقدمة والمنفتحه تجرم ذي الأفعال وتحا… @url,normal,5,indifference,6,direct,1,women,2,gender,2
انك تبقي متمسك بحاجه انت عارف انها بتأذيك و الكل بيقول سيبيها و محدش فاهم قد ايه دا صعب فعلا..  ما احنا مش هندوس عل… @url,normal,5,indifference,6,indirect,0,other,1,other,0
فيه نوعية كلاب مسعورة هذه نظرتها في كل مجتمع وكل دولة,disrespectful,3,shock,1,indirect,0,other,1,other,0
خروح المرأه وظهورها متبرجه بنشرة الأخبار احسه شي جديد وغير مس…,offensive,2,indifference,6,indirect,0,women,2,other,0
@user @user انتو من قتله والان تبكو عليه ي خنازير حسن زبيره,hateful,1,indifference,6,direct,1,other,1,other,0
مشكله غيرة الشباب من بعض اخيس من الحريم تف عليك اذا انت من هالنوع,disrespectful,3,confusion,5,indirect,0,other,1,other,0
@user @user @user @user لا تخربي الحريم...يالو,offensive,2,shock,1,direct,1,women,2,gender,2
@user لا والله انهم خنازير ولقطاء من مجاري قم وليسو بمسلمين,offensive,2,shock,1,indirect,0,other,1,religion,3
تنمر ايه يا جدعان اللي بتتكلمو عنه احنا عايشين في مجتمع وسخ كل واحد بيحاول يفشخ في اللي حواليه باكبر قدر ممكن ظناً… @url,normal,5,indifference,6,direct,1,other,1,other,0
ليت يجي قرار يمنع الحريم من التغريد عن الرياضة.,normal,5,disgust,0,indirect,0,women,2,gender,2
فنحن نطالب كل متبرجة أو سفور تتعرض للإغتصاب أو التحرش أن تتحجب لأ… @url,disrespectful,3,fear,4,indirect,0,women,2,gender,2
-شرموطة مصرية محجبة تتناك امام مجوعة شباب واسمع احلي كلام وسخ @url,offensive,2,shock,1,indirect,0,women,2,gender,2
@user لعنهم الله انا يؤفكون يكذبون ويكذبون وهناك خنازير يصدقون,offensive,2,sadness,3,indirect,0,other,1,other,0
@user @user @user @user لا تخربي الحريم...يالو,offensive,2,disgust,0,direct,1,women,2,gender,2
#محمد_بن_سلمان_للحزم_عنوان يتحدث عن النوووي يااخي الله يرحم ابوك بطل كذب خلك في بول البعير والمسابح والله ماتعرفو ش… @user,abusive,0,shock,1,direct,1,individual,0,origin,1
بايرة ليك كم سنة ؟ @url,offensive,2,indifference,6,indirect,0,women,2,other,0
شاهد: داعية مصري يكشف سبب التحرش بالفتيات.. لأن شنطتك ذهبي يطمع فيك! @url,offensive,2,anger,2,indirect,0,women,2,other,0
